Date,Store,Fuel_Price,CPI,Unemployment,Temperature_C,Weekly_Sales,Ave_Sales,Proph_Label,Label
2013-02-03,2,3.6724597499835374,224.37187793131798,5.753395552030945,6.301320453639232,2161065.4218851984,1925751.3355244757,Average,Average
2013-02-10,2,3.7060008800846385,224.4975422944803,5.73627086333275,7.5019981654269765,2114099.106899329,1925751.3355244757,Average,Above
2013-02-17,2,3.761522471166599,224.65161828718036,5.718940020006594,9.706894938132141,2036771.574601671,1925751.3355244757,Average,Above
2013-02-24,2,3.839651703102436,224.8040619397776,5.714644330099118,12.177538088563061,1998313.8014005213,1925751.3355244757,Average,Average
2013-03-03,2,3.918333728164922,224.92236069477792,5.71881922983818,14.008854677404692,1985347.9649216242,1925751.3355244757,Average,Above
2013-03-10,2,3.975020390282248,225.00273775487625,5.712681948096678,14.950700419010573,1962725.817766772,1925751.3355244757,Average,Average
2013-03-17,2,4.008889557145864,225.0589536712702,5.680978044187912,15.574835484628828,1936736.5391426843,1925751.3355244757,Average,Average
2013-03-24,2,4.0375955048363386,225.09528571630585,5.626827440570833,16.582690058239837,1938960.9947510588,1925751.3355244757,Average,Average
2013-03-31,2,4.074082489142163,225.10766230371704,5.570376862756244,18.016798954880162,1968792.7200734515,1925751.3355244757,Average,Above
2013-04-07,2,4.112037724970897,225.1111521541023,5.533065892290593,19.254886811285825,1984067.5551436397,1925751.3355244757,Average,Above
2013-04-14,2,4.135734778282886,225.1476405057525,5.5216177065675245,19.771767325708815,1955120.4506922609,1925751.3355244757,Average,Above
2013-04-21,2,4.138993872681366,225.24824356412117,5.525041257107401,19.78480511220316,1907569.848187745,1925751.3355244757,Average,Average
2013-04-28,2,4.128488460215944,225.38788672434964,5.525906744245615,20.060704766902674,1894224.665739962,1925751.3355244757,Average,Average
2013-05-05,2,4.109416187338688,225.49181726478267,5.515180763770268,21.138603128362146,1931725.879429426,1925751.3355244757,Average,Average
2013-05-12,2,4.075492423567105,225.49984994825505,5.498009523277324,22.85446987485584,1983522.9128296457,1925751.3355244757,Average,Average
2013-05-19,2,4.018592517382931,225.42487008236031,5.486536552466201,24.629860428886786,2008428.84176686,1925751.3355244757,Average,Average
2013-05-26,2,3.9454204246002296,225.34253205880432,5.486865867124253,26.08284586702716,2008808.624497321,1925751.3355244757,Average,Average
2013-06-02,2,3.8772243353857,225.32238948373123,5.491502725598244,27.230565003533712,2016788.3172383131,1925751.3355244757,Average,Average
2013-06-09,2,3.8301213222443886,225.37238600730393,5.483488270760216,28.162851037137504,2041574.779041893,1925751.3355244757,Average,Average
2013-06-16,2,3.8003002676737943,225.4486114719421,5.4489878657428745,28.746012040806622,2051585.045791661,1925751.3355244757,Average,Average
2013-06-23,2,3.774057013571391,225.5081340522334,5.388747952141371,28.808337553634754,2015899.987659628,1925751.3355244757,Average,Average
2013-06-30,2,3.7507860352897935,225.54280433336532,5.3197395565092025,28.54815043810989,1948906.857651761,1925751.3355244757,Average,Average
2013-07-07,2,3.7484087833875366,225.5667017260096,5.265233696416635,28.543609533612013,1898127.126845383,1925751.3355244757,Average,Average
2013-07-14,2,3.78127568866974,225.588064823728,5.239720861553527,29.219790796140572,1891475.7284726803,1925751.3355244757,Average,Average
2013-07-21,2,3.8364272669917514,225.60559462711788,5.2392408922574685,30.34678848824903,1912745.8832376632,1925751.3355244757,Average,Average
2013-07-28,2,3.8795888550013435,225.62612979368262,5.244730095990758,31.181700360465694,1933096.7070944281,1925751.3355244757,Average,Average
2013-08-04,2,3.887865638556346,225.66925965075401,5.236920932226422,31.146417715139073,1949656.3281141547,1925751.3355244757,Average,Average
2013-08-11,2,3.8726117721634616,225.74648217692314,5.211841752052068,30.31590184865756,1976053.284619593,1925751.3355244757,Average,Average
2013-08-18,2,3.8652495179010256,225.84423631775886,5.183799595229072,29.216677218499843,2002269.808921339,1925751.3355244757,Average,Average
2013-08-25,2,3.8814193237848262,225.94037305405465,5.1716112530027445,28.219015438779262,1990199.5812487057,1925751.3355244757,Average,Average
2013-09-01,2,3.9041532235271204,226.0384060358707,5.178393850417959,27.21655405269716,1923411.0147312488,1925751.3355244757,Average,Average
2013-09-08,2,3.904423358533698,226.17375700852062,5.183102259507653,25.88462970170175,1846306.4744471945,1925751.3355244757,Average,Average
2013-09-15,2,3.8742518585954464,226.37582004592383,5.1541757552852685,24.13356208814197,1828003.5077481216,1925751.3355244757,Average,Average
2013-09-22,2,3.834686112884233,226.6256613151269,5.076454856432281,22.22614109982448,1882319.9177714281,1925751.3355244757,Average,Average
2013-09-29,2,3.811942841672969,226.86008437574932,4.968454185925809,20.50048507500889,1944276.8468274868,1925751.3355244757,Average,Average
2013-10-06,2,3.8111936610679,227.02128722616828,4.872662374768717,19.08570831173529,1944181.1381681748,1925751.3355244757,Average,Average
2013-10-13,2,3.8165301405281933,227.09908218443326,4.824325465722528,17.903669598958995,1895936.702950833,1925751.3355244757,Average,Average
2013-10-20,2,3.8123339261091616,227.1235854740847,4.824455756508904,16.83708204111296,1886944.114083661,1925751.3355244757,Average,Average
2013-10-27,2,3.798143289978548,227.1256370470276,4.840928146499456,15.790465039010801,1973504.8513135924,1925751.3355244757,Average,Average
2013-11-03,2,3.782172405108289,227.11550385662326,4.83731926658401,14.623350884751066,2109536.5555656957,1925751.3355244757,Average,Average
2012-10-21,3,3.4874396015023583,227.00184018791583,6.049196725991495,20.11622745693229,416751.3787298754,402704.441048951,Average,Average
2012-10-28,3,3.4723326031153667,226.9812531513993,6.057920290875767,18.64534267076912,433638.7181725615,402704.441048951,Average,Average
2012-11-04,3,3.456622804798149,226.94487272697003,6.049181034222378,17.352408166496392,460589.12923390704,402704.441048951,Average,Average
2012-11-11,3,3.441572837801473,226.90590951940715,6.017203894244201,16.310666466930712,486897.42957165156,402704.441048951,Above,Average
2012-11-18,3,3.4235387253391107,226.89301759889744,5.981846883381937,15.251050856253462,507935.1710626052,402704.441048951,Above,Average
2012-11-25,3,3.4055850546397908,226.92909617966976,5.966279046522934,13.915797411371305,527949.386738285,402704.441048951,Above,Average
2012-12-02,3,3.3995177833462047,227.00170268157055,5.970932816194023,12.4063219890727,549231.3463771412,402704.441048951,Above,Average
2012-12-09,3,3.4131302827419328,227.0717514013141,5.9699759952930345,11.139744286346145,561594.3198466884,402704.441048951,Above,Average
2012-12-16,3,3.43954572855624,227.12146966218103,5.934290951035148,10.469827078876367,547758.4792705603,402704.441048951,Above,Average
2012-12-23,3,3.4645317010504555,227.18632449801842,5.858861154340199,10.370025237403176,501961.25639634405,402704.441048951,Above,Average
2012-12-30,3,3.483871647658888,227.32519404898045,5.768686323194215,10.474104718501023,441950.47813172603,402704.441048951,Average,Average
2013-01-06,3,3.5081903015853264,227.5545602590303,5.698666762599317,10.396475345453132,399329.4125833661,402704.441048951,Average,Above
2013-01-13,3,3.547949187136172,227.82043261318142,5.667007352485185,10.028141934653188,395588.0799875436,402704.441048951,Average,Above
2013-01-20,3,3.5977113539500256,228.0436482094917,5.665338705226723,9.597978587613397,426261.7800911622,402704.441048951,Average,Above
2013-01-27,3,3.641217803087097,228.1914231395994,5.670925290643267,9.514591682477873,467117.1545602286,402704.441048951,Above,Above
2013-02-03,3,3.6724597499835374,228.2983516461012,5.666631069091406,10.121486278857317,494379.7066965789,402704.441048951,Above,Above
2013-02-10,3,3.7060008800846385,228.4186661699107,5.650953033142831,11.487867873039903,499640.6274061981,402704.441048951,Above,Above
2013-02-17,3,3.761522471166599,228.56791219023893,5.632982878786874,13.333718034497096,489160.4433086295,402704.441048951,Above,Average
2013-02-24,3,3.839651703102436,228.716754862288,5.620734953688948,15.165126845213525,473759.8706944798,402704.441048951,Above,Average
2013-03-03,3,3.918333728164922,228.83260481917083,5.613938888875794,16.584136505434106,461108.1037991012,402704.441048951,Average,Average
2013-03-10,3,3.975020390282248,228.91176208666272,5.605407323903888,17.55929971791079,454536.2210475871,402704.441048951,Average,Average
2013-03-17,3,4.008889557145864,228.96778442959126,5.5875656432052265,18.403583725448485,454217.1772010347,402704.441048951,Average,Average
2013-03-24,3,4.0375955048363386,229.00392782626918,5.558490252623366,19.440693909244047,457282.9115207982,402704.441048951,Average,Average
2013-03-31,3,4.074082489142163,229.01508844902543,5.523715751336619,20.66314760513411,458746.5928574346,402704.441048951,Average,Average
2013-04-07,3,4.112037724970897,229.01677463391832,5.492916557816303,21.731754635033656,455314.34989630093,402704.441048951,Average,Average
2013-04-14,3,4.135734778282886,229.0528402627241,5.473357061260528,22.33099982389155,448930.1078891493,402704.441048951,Average,Average
2013-04-21,3,4.138993872681366,229.1558652395056,5.464540185707295,22.515976015887645,445022.9806963097,402704.441048951,Average,Average
2013-04-28,3,4.128488460215944,229.29964482813577,5.4586834893233895,22.690256139830407,446345.95489532006,402704.441048951,Average,Average
2013-05-05,3,4.109416187338688,229.4061154049153,5.447510580711612,23.248712201193428,449656.11153284524,402704.441048951,Average,Average
2013-05-12,3,4.075492423567105,229.41248470145004,5.429778227501787,24.262815198219126,449858.4627787239,402704.441048951,Average,Average
2013-05-19,3,4.018592517382931,229.33225813791265,5.412178879762447,25.49889527629064,446799.77378164546,402704.441048951,Average,Average
2013-05-26,3,3.9454204246002296,229.24452445254641,5.401959468795142,26.67199353531447,445814.4064217576,402704.441048951,Average,Average
2013-06-02,3,3.8772243353857,229.22220984833163,5.397970423729376,27.619130197316192,450619.32905104756,402704.441048951,Average,Average
2013-06-09,3,3.8301213222443886,229.2740947751435,5.389201315242691,28.257685594888958,457323.4481743439,402704.441048951,Average,Average
2013-06-16,3,3.8003002676737943,229.35458906347725,5.363104637505675,28.50215485760469,457794.0471442707,402704.441048951,Average,Average
2013-06-23,3,3.774057013571391,229.41843809912274,5.316619758327352,28.335637010995328,449149.0418660821,402704.441048951,Average,Average
2013-06-30,3,3.7507860352897935,229.45611409252723,5.260096228098867,27.95771671556799,437897.34448485204,402704.441048951,Average,Average
2013-07-07,3,3.7484087833875366,229.48144598396183,5.210667588327142,27.751098786093678,433163.1702994726,402704.441048951,Average,Average
2013-07-14,3,3.78127568866974,229.50300927037085,5.180573633706811,27.999900563012247,436734.0962530483,402704.441048951,Average,Average
2013-07-21,3,3.8364272669917514,229.5201808245924,5.169462627756438,28.629551561761083,441781.20617232006,402704.441048951,Average,Average
2013-07-28,3,3.8795888550013435,229.54080935854518,5.165903101240132,29.27223174625634,441553.3501235071,402704.441048951,Average,Average
2013-08-04,3,3.887865638556346,229.58540533459148,5.156465579132713,29.606008544315408,437160.1309311785,402704.441048951,Average,Average
2013-08-11,3,3.8726117721634616,229.66553761710608,5.135838020456421,29.591275574418603,435036.4737678165,402704.441048951,Average,Average
2013-08-18,3,3.8652495179010256,229.76672442306665,5.1107336646433215,29.350035820969595,437927.11682001466,402704.441048951,Average,Average
2013-08-25,3,3.8814193237848262,229.86586393420998,5.09395754897878,28.873361163421563,441344.737929785,402704.441048951,Average,Average
2013-09-01,3,3.9041532235271204,229.9666325619126,5.091887377810092,27.959522125399765,440054.37936251773,402704.441048951,Average,Average
2013-09-08,3,3.904423358533698,230.10570127095792,5.095166988782132,26.494231778762607,435796.3485725785,402704.441048951,Average,Average
2013-09-15,3,3.8742518585954464,230.31346317431004,5.082424416746497,24.73002676583361,435596.1245740986,402704.441048951,Average,Average
2013-09-22,3,3.834686112884233,230.57041769025292,5.037122495202322,23.17425872185832,442359.9520588728,402704.441048951,Average,Average
2013-09-29,3,3.811942841672969,230.81116814410052,4.964472059637167,22.143662958926026,450132.89214164077,402704.441048951,Average,Average
2013-10-06,3,3.8111936610679,230.9750587607444,4.891770327141006,21.462510227751967,451113.79610159795,402704.441048951,Average,Average
2013-10-13,3,3.8165301405281933,231.04936752838324,4.848447652863155,20.654992093440075,446374.3604536037,402704.441048951,Average,Average
2013-10-20,3,3.8123339261091616,231.06258553113145,4.841785506352559,19.43592312036862,446581.9848245193,402704.441048951,Average,Average
2013-10-27,3,3.798143289978548,231.0456054950389,4.850991950728275,17.96867951214555,460845.82715692476,402704.441048951,Average,Average
2013-11-03,3,3.782172405108289,231.01148407591234,4.846650973014796,16.626646668860324,486774.57921586937,402704.441048951,Above,Average
2012-10-21,4,3.481446528888762,131.17068624312245,3.8558980661259197,15.210014654772722,2202024.0715475427,2094712.9606993007,Average,Average
2012-10-28,4,3.4591677393399323,131.18056523454158,3.8961895490888274,13.057021831909651,2315856.089511001,2094712.9606993007,Average,Average
2012-11-04,4,3.4388910738183434,131.19843107763694,3.9162620222823183,11.590765990966055,2441499.12637983,2094712.9606993007,Above,Average
2012-11-11,4,3.425042904687754,131.22003052790856,3.9060505263261898,10.394281472481604,2504159.0846998207,2094712.9606993007,Above,Average
2012-11-18,4,3.4128113920333787,131.23862922874963,3.8895119995431178,8.907620457450395,2526118.2869790555,2094712.9606993007,Above,Above
2012-11-25,4,3.4001307848542166,131.25591794711485,3.9034749152945314,7.219171461168614,2614159.840360532,2094712.9606993007,Above,Average
2012-12-02,4,3.394386343401765,131.28367154812534,3.956302697068837,5.9085235008679255,2819995.6795197674,2094712.9606993007,Above,Average
2012-12-09,4,3.4039259398994535,131.33555768909957,4.003636766106358,5.2442332152039475,3030728.376779105,2094712.9606993007,Above,Average
2012-12-16,4,3.42656098873568,131.41818784337508,3.9734589237536913,4.86270399650614,3039231.133535484,2094712.9606993007,Above,Average
2012-12-23,4,3.4518028356470083,131.52847645743282,3.829053930487678,4.348397333972267,2748904.762263928,2094712.9606993007,Above,Average
2012-12-30,4,3.4745234184414318,131.6560213921847,3.6141788730892936,3.879305022627838,2300818.0893713217,2094712.9606993007,Average,Average
2013-01-06,4,3.50134476091458,131.78622804937848,3.4306134627844287,3.991957376071412,1974821.7083065603,2094712.9606993007,Average,Average
2013-01-13,4,3.5402968556225343,131.90406780000592,3.3593348130860243,4.729369948529877,1951736.3098369688,2094712.9606993007,Average,Average
2013-01-20,4,3.5874051792595743,132.00062538022746,3.3956719536222923,5.35930847149091,2171362.968356954,2094712.9606993007,Average,Average
2013-01-27,4,3.6294994312887336,132.07960761830034,3.4613171630070334,5.199097776181025,2417075.8147501033,2094712.9606993007,Above,Average
2013-02-03,4,3.661632761945017,132.15607474063813,3.4824955271770084,4.614207860429256,2521978.7825395595,2094712.9606993007,Above,Average
2013-02-10,4,3.696702172843607,132.24473598289342,3.4568021025049562,4.872630372339486,2484768.244584016,2094712.9606993007,Above,Average
2013-02-17,4,3.752474654695805,132.347093766306,3.4423200598323245,6.842601147867397,2407449.1578204986,2094712.9606993007,Average,Above
2013-02-24,4,3.829474529065296,132.4506978707173,3.482782369919294,9.971970447423343,2361948.078892381,2094712.9606993007,Average,Above
2013-03-03,4,3.906518621826942,132.54215891227187,3.548790919788189,12.763394349990845,2339134.3067749967,2094712.9606993007,Average,Above
2013-03-10,4,3.9608747337156474,132.62011844188837,3.5578916253310036,14.25642873200985,2306170.755435498,2094712.9606993007,Average,Below
2013-03-17,4,3.9904860838908265,132.69377144379706,3.454093685317707,14.868573987075994,2270186.7775364383,2094712.9606993007,Average,Below
2013-03-24,4,4.01294235404946,132.76900139846106,3.266578010071191,15.715561234715267,2264931.575514159,2094712.9606993007,Average,Below
2013-03-31,4,4.043535962718623,132.8388428131744,3.0896224922736657,17.285381268229933,2293719.4151611854,2094712.9606993007,Average,Below
2013-04-07,4,4.0787788165075565,132.889883196313,3.0048086108777285,18.991838541688303,2316630.321526584,2094712.9606993007,Average,Below
2013-04-14,4,4.103146714782726,132.91685570463622,3.019973735535993,19.99160105717053,2301064.953201848,2094712.9606993007,Average,Below
2013-04-21,4,4.107673708171388,132.92740481379153,3.0769706727989656,20.18236966558986,2265276.981699212,2094712.9606993007,Average,Below
2013-04-28,4,4.096368131534838,132.93079869101928,3.1117416769101585,20.246265745240127,2254905.2258853414,2094712.9606993007,Average,Below
2013-05-05,4,4.07486321003125,132.92431951511014,3.1063496084611217,20.863436006650005,2283796.206271601,2094712.9606993007,Average,Average
2013-05-12,4,4.039675801081582,132.89474809662173,3.0903057367351736,22.13695724075568,2317667.509627069,2094712.9606993007,Average,Average
2013-05-19,4,3.984320271747002,132.83464934427118,3.1005575924975735,23.79101772137857,2320819.901070771,2094712.9606993007,Average,Average
2013-05-26,4,3.9139662971229416,132.75501449587438,3.1424980926917634,25.630021133887283,2302310.035636035,2094712.9606993007,Average,Average
2013-06-02,4,3.847004697616176,132.6791447572017,3.1842771157707186,27.538959889933967,2300322.6876666863,2094712.9606993007,Average,Average
2013-06-09,4,3.798618809984919,132.6238049856406,3.18320861467485,29.13860310666783,2327013.53996205,2094712.9606993007,Average,Average
2013-06-16,4,3.766593768751098,132.58779600367666,3.1193340167220014,29.82223233511736,2348728.375720712,2094712.9606993007,Average,Average
2013-06-23,4,3.738840598791706,132.55904450221206,3.011284094996272,29.377184208022218,2329001.953022561,2094712.9606993007,Average,Average
2013-06-30,4,3.7143105810592094,132.53050762214838,2.9052408309973456,28.44108648493923,2278191.5160228354,2094712.9606993007,Average,Average
2013-07-07,4,3.7096226288903615,132.50703640811898,2.8454294962711884,28.043841866850357,2244675.2637149533,2094712.9606993007,Average,Average
2013-07-14,4,3.739789514119956,132.49786560200272,2.8459059693325988,28.588917546452514,2258927.621805984,2094712.9606993007,Average,Average
2013-07-21,4,3.7948856125396127,132.50600432613234,2.883477922617723,29.43836818177493,2301794.20276552,2094712.9606993007,Average,Average
2013-07-28,4,3.842933096525935,132.52691029766413,2.91783915863137,29.64377612785729,2333933.022438821,2094712.9606993007,Average,Average
2013-08-04,4,3.8595114854031554,132.55541727567473,2.923865511710877,28.98771993853732,2342896.138778767,2094712.9606993007,Average,Average
2013-08-11,4,3.8514839996247514,132.590231769487,2.9094502154831785,28.095031277192987,2345691.4160722084,2094712.9606993007,Average,Average
2013-08-18,4,3.846994904763047,132.63083229717336,2.9034583396594864,27.511941921627184,2350329.623019617,2094712.9606993007,Average,Average
2013-08-25,4,3.862556996754554,132.67320057915057,2.924934816344254,26.944687327674078,2337555.6837486145,2094712.9606993007,Average,Average
2013-09-01,4,3.8848244239791554,132.7122422309013,2.9619345183825034,25.654409057944093,2293035.433475778,2094712.9606993007,Average,Average
2013-09-08,4,3.88729256607623,132.74839586459856,2.979031881733885,23.528751580539176,2243347.462388609,2094712.9606993007,Average,Average
2013-09-15,4,3.8614285124663232,132.78848831071005,2.945999577085782,21.44324595148357,2236061.3982359683,2094712.9606993007,Average,Average
2013-09-22,4,3.826085409758596,132.83737517431962,2.8624323703374084,20.36516506345536,2280156.6050269217,2094712.9606993007,Average,Above
